B2B59A75F90BA14B93529382C463F8379138286A33582AD3F6E2BFA9D162605E,[ 8.62200957 4.62679426 8.39952153]
BFFC753DFECEE946A1557C69C12A62A1EC18D8E9170878262B7A33B3C8F5F2F1,[ 1.07692308 1.61538462 0.76923077]
BFFC753DFECEE946A1557C69C12A62A1EC18D8E9170878262B7A33B3C8F5F2F1,[ 1.66666667 1. 0. ]
49D7E67EB8EA11E0AFA59E8CCA33BC3F2DA5C3D1FA67C81FA553D9DAAB3AE25A,[ 12.34722222 8.70833333 0.08333333]
BDAEE6639D3BA939E5B075629BEBB357C6F46A7E827E7730869974E38C8337AB,[ 5.44444444 3.95238095 0. ]
1FFA768F9E423E8CADCF54335313DDB34168D4C448F85F31558C2C1D7F759268,[ 2.92857143 2.71428571 0. ]
87758D26F25D9282A9E53BF9C8673CA9E2444CA321B8B268A007BA65254E27EB,[ 1.25 1. 0. ]
2D80CDFBC85150639443CC3EE0824CAB0EFE299DF25BE5FA9B7AEDB249AF606F,[ 4.91666667 2. 0. ]
6CAA40E2CC1BF4FB139C1E90ED810891387B5AC2BB1E4017EB2B4DD08F04C47B,[ 0.6 1.4 0. ]
6CAA40E2CC1BF4FB139C1E90ED810891387B5AC2BB1E4017EB2B4DD08F04C47B,[ 7.95238095 2.69047619 0.14285714]
6CAA40E2CC1BF4FB139C1E90ED810891387B5AC2BB1E4017EB2B4DD08F04C47B,[ 2.66666667 1. 0. ]
6CAA40E2CC1BF4FB139C1E90ED810891387B5AC2BB1E4017EB2B4DD08F04C47B,[ 1.66666667 1. 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 27.31446541 4.19916143 1.7442348 ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 7.4047619 1.57142857 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 4.95454545 1.36363636 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 3.28571429 1.71428571 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 1.6 1. 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 1.57142857 1. 0. ]
F17341FFF0F14170DC849ECFFECD9599E5EA46378FA54D942A6481C30DEF3764,[ 8.4375 1. 0. ]
B1C7483DA5B612D56472BA4753AE62FDF84D100FF905F5E5FEDCE268ABD1C6EA,[ 2.875 1.375 0. ]
